serial_number,station_number,tag_created_at,tag_name,tag_value
50362,A7,2023-11-27 15:11:17,TMP12,79.5
50362,A7,2023-11-27 15:11:17,TMP12,79.5
50362,A7,2023-11-27 15:11:07,TMP12,79.80000305
50362,A7,2023-11-27 15:11:07,TMP12,79.80000305
50362,A7,2023-11-27 15:10:57,TMP12,80
50362,A7,2023-11-27 15:10:57,TMP12,80
50362,A7,2023-11-27 15:10:47,TMP12,80.40000153
50362,A7,2023-11-27 15:10:47,TMP12,80.40000153
50362,A7,2023-11-27 15:10:37,TMP12,80.59999847
50362,A7,2023-11-27 15:10:37,TMP12,80.59999847
50362,A7,2023-11-27 15:10:27,TMP12,80.80000305
50362,A7,2023-11-27 15:10:27,TMP12,80.80000305
50362,A7,2023-11-27 15:10:17,TMP12,81.69999695
50362,A7,2023-11-27 15:10:17,TMP12,81.69999695
50362,A7,2023-11-27 15:10:07,TMP12,80.80000305
50362,A7,2023-11-27 15:10:07,TMP12,80.80000305
50362,A7,2023-11-27 15:09:57,TMP12,80.59999847
50362,A7,2023-11-27 15:09:57,TMP12,80.59999847
50362,A7,2023-11-27 15:09:47,TMP12,81.30000305
50362,A7,2023-11-27 15:09:47,TMP12,81.30000305
50362,A7,2023-11-27 15:09:37,TMP12,81.80000305
50362,A7,2023-11-27 15:09:37,TMP12,81.80000305
50362,A7,2023-11-27 15:09:27,TMP12,81.59999847
50362,A7,2023-11-27 15:09:27,TMP12,81.59999847
50362,A7,2023-11-27 15:09:17,TMP12,81.19999695
50362,A7,2023-11-27 15:09:17,TMP12,81.19999695
50362,A7,2023-11-27 15:09:07,TMP12,82
50362,A7,2023-11-27 15:09:07,TMP12,82
50362,A7,2023-11-27 15:08:57,TMP12,82.40000153
50362,A7,2023-11-27 15:08:57,TMP12,82.40000153
50362,A7,2023-11-27 15:08:47,TMP12,82
50362,A7,2023-11-27 15:08:47,TMP12,82
50362,A7,2023-11-27 15:08:37,TMP12,81.90000153
50362,A7,2023-11-27 15:08:37,TMP12,81.90000153
50362,A7,2023-11-27 15:08:27,TMP12,81.69999695
50362,A7,2023-11-27 15:08:27,TMP12,81.69999695
50362,A7,2023-11-27 15:08:17,TMP12,81.30000305
50362,A7,2023-11-27 15:08:17,TMP12,81.30000305
50362,A7,2023-11-27 15:08:07,TMP12,82.09999847
50362,A7,2023-11-27 15:08:07,TMP12,82.09999847
50362,A7,2023-11-27 15:07:57,TMP12,81.80000305
50362,A7,2023-11-27 15:07:57,TMP12,81.80000305
50362,A7,2023-11-27 15:07:47,TMP12,81.5
50362,A7,2023-11-27 15:07:47,TMP12,81.5
50362,A7,2023-11-27 15:07:37,TMP12,81.69999695
50362,A7,2023-11-27 15:07:37,TMP12,81.69999695
50362,A7,2023-11-27 15:07:27,TMP12,82.40000153
50362,A7,2023-11-27 15:07:27,TMP12,82.40000153
50362,A7,2023-11-27 15:07:16,TMP12,82.19999695
50362,A7,2023-11-27 15:07:16,TMP12,82.19999695
50362,A7,2023-11-27 15:07:06,TMP12,81.59999847
50362,A7,2023-11-27 15:07:06,TMP12,81.59999847
50362,A7,2023-11-27 15:06:56,TMP12,81.5
50362,A7,2023-11-27 15:06:56,TMP12,81.5
50362,A7,2023-11-27 15:06:46,TMP12,81
50362,A7,2023-11-27 15:06:46,TMP12,81
50362,A7,2023-11-27 15:06:36,TMP12,80.59999847
50362,A7,2023-11-27 15:06:36,TMP12,80.59999847
50362,A7,2023-11-27 15:06:26,TMP12,81
50362,A7,2023-11-27 15:06:26,TMP12,81
50362,A7,2023-11-27 15:06:16,TMP12,80.59999847
50362,A7,2023-11-27 15:06:16,TMP12,80.59999847
50362,A7,2023-11-27 15:06:06,TMP12,80.69999695
50362,A7,2023-11-27 15:06:06,TMP12,80.69999695
50362,A7,2023-11-27 15:05:56,TMP12,81
50362,A7,2023-11-27 15:05:56,TMP12,81
50362,A7,2023-11-27 15:05:46,TMP12,81.09999847
50362,A7,2023-11-27 15:05:46,TMP12,81.09999847
50362,A7,2023-11-27 15:05:36,TMP12,80.09999847
50362,A7,2023-11-27 15:05:36,TMP12,80.09999847
50362,A7,2023-11-27 15:05:26,TMP12,80.40000153
50362,A7,2023-11-27 15:05:26,TMP12,80.40000153
50362,A7,2023-11-27 15:05:16,TMP12,81.30000305
50362,A7,2023-11-27 15:05:16,TMP12,81.30000305
50362,A7,2023-11-27 15:05:06,TMP12,81.69999695
50362,A7,2023-11-27 15:05:06,TMP12,81.69999695
50362,A7,2023-11-27 15:04:56,TMP12,81.30000305
50362,A7,2023-11-27 15:04:56,TMP12,81.30000305
50362,A7,2023-11-27 15:04:46,TMP12,80.5
50362,A7,2023-11-27 15:04:46,TMP12,80.5
50362,A7,2023-11-27 15:04:36,TMP12,80.80000305
50362,A7,2023-11-27 15:04:36,TMP12,80.80000305
50362,A7,2023-11-27 15:04:26,TMP12,80.90000153
50362,A7,2023-11-27 15:04:26,TMP12,80.90000153
50362,A7,2023-11-27 15:04:16,TMP12,80.09999847
50362,A7,2023-11-27 15:04:16,TMP12,80.09999847
50362,A7,2023-11-27 15:04:06,TMP12,79.5
50362,A7,2023-11-27 15:04:06,TMP12,79.5
50362,A7,2023-11-27 15:03:56,TMP12,79.59999847
50362,A7,2023-11-27 15:03:56,TMP12,79.59999847
50362,A7,2023-11-27 15:03:46,TMP12,80.59999847
50362,A7,2023-11-27 15:03:46,TMP12,80.59999847
50362,A7,2023-11-27 15:03:36,TMP12,80.80000305
50362,A7,2023-11-27 15:03:36,TMP12,80.80000305
50362,A7,2023-11-27 15:03:26,TMP12,80.19999695
50362,A7,2023-11-27 15:03:26,TMP12,80.19999695
50362,A7,2023-11-27 15:03:15,TMP12,80.5
50362,A7,2023-11-27 15:03:15,TMP12,80.5
50362,A7,2023-11-27 15:03:05,TMP12,80.40000153
50362,A7,2023-11-27 15:03:05,TMP12,80.40000153
50362,A7,2023-11-27 15:02:55,TMP12,80.80000305
50362,A7,2023-11-27 15:02:55,TMP12,80.80000305
50362,A7,2023-11-27 15:02:45,TMP12,82
50362,A7,2023-11-27 15:02:45,TMP12,82
50362,A7,2023-11-27 15:02:35,TMP12,81.59999847
50362,A7,2023-11-27 15:02:35,TMP12,81.59999847
50362,A7,2023-11-27 15:02:25,TMP12,81.40000153
50362,A7,2023-11-27 15:02:25,TMP12,81.40000153
50362,A7,2023-11-27 15:02:15,TMP12,81.69999695
50362,A7,2023-11-27 15:02:15,TMP12,81.69999695
50362,A7,2023-11-27 15:02:05,TMP12,81.30000305
50362,A7,2023-11-27 15:02:05,TMP12,81.30000305
50362,A7,2023-11-27 15:01:55,TMP12,81.19999695
50362,A7,2023-11-27 15:01:55,TMP12,81.19999695
50362,A7,2023-11-27 15:01:45,TMP12,81.30000305
50362,A7,2023-11-27 15:01:45,TMP12,81.30000305
50362,A7,2023-11-27 15:01:35,TMP12,81.90000153
50362,A7,2023-11-27 15:01:25,TMP12,81.59999847
50362,A7,2023-11-27 15:13:48,TMP11,66.09999847
50362,A7,2023-11-27 15:13:38,TMP11,65.30000305
50362,A7,2023-11-27 15:13:28,TMP11,64.19999695
50362,A7,2023-11-27 15:13:28,TMP11,64.19999695
50362,A7,2023-11-27 15:13:18,TMP11,63.40000153
50362,A7,2023-11-27 15:13:18,TMP11,63.40000153
50362,A7,2023-11-27 15:13:08,TMP11,63.40000153
50362,A7,2023-11-27 15:13:08,TMP11,63.40000153
50362,A7,2023-11-27 15:12:58,TMP11,63.79999924
50362,A7,2023-11-27 15:12:58,TMP11,63.79999924
50362,A7,2023-11-27 15:12:48,TMP11,63.70000076
50362,A7,2023-11-27 15:12:48,TMP11,63.70000076
50362,A7,2023-11-27 15:12:38,TMP11,63.90000153
50362,A7,2023-11-27 15:12:38,TMP11,63.90000153
50362,A7,2023-11-27 15:12:28,TMP11,64.19999695
50362,A7,2023-11-27 15:12:28,TMP11,64.19999695
50362,A7,2023-11-27 15:12:18,TMP11,64.90000153
50362,A7,2023-11-27 15:12:18,TMP11,64.90000153
50362,A7,2023-11-27 15:12:08,TMP11,65.19999695
50362,A7,2023-11-27 15:12:08,TMP11,65.19999695
50362,A7,2023-11-27 15:11:58,TMP11,67.19999695
50362,A7,2023-11-27 15:11:58,TMP11,67.19999695
50362,A7,2023-11-27 15:11:48,TMP11,67.30000305
50362,A7,2023-11-27 15:11:48,TMP11,67.30000305
50362,A7,2023-11-27 15:11:38,TMP11,65.90000153
50362,A7,2023-11-27 15:11:38,TMP11,65.90000153
50362,A7,2023-11-27 15:11:28,TMP11,63.90000153
50362,A7,2023-11-27 15:11:28,TMP11,63.90000153
50362,A7,2023-11-27 15:11:17,TMP11,63.70000076
50362,A7,2023-11-27 15:11:17,TMP11,63.70000076
50362,A7,2023-11-27 15:11:07,TMP11,63.79999924
50362,A7,2023-11-27 15:11:07,TMP11,63.79999924
50362,A7,2023-11-27 15:10:57,TMP11,64.09999847
50362,A7,2023-11-27 15:10:57,TMP11,64.09999847
50362,A7,2023-11-27 15:10:47,TMP11,64.5
50362,A7,2023-11-27 15:10:47,TMP11,64.5
50362,A7,2023-11-27 15:10:37,TMP11,65.19999695
50362,A7,2023-11-27 15:10:37,TMP11,65.19999695
50362,A7,2023-11-27 15:10:27,TMP11,65.30000305
50362,A7,2023-11-27 15:10:27,TMP11,65.30000305
50362,A7,2023-11-27 15:10:17,TMP11,66.19999695
50362,A7,2023-11-27 15:10:17,TMP11,66.19999695
50362,A7,2023-11-27 15:10:07,TMP11,68.30000305
50362,A7,2023-11-27 15:10:07,TMP11,68.30000305
50362,A7,2023-11-27 15:09:57,TMP11,69
50362,A7,2023-11-27 15:09:57,TMP11,69
50362,A7,2023-11-27 15:09:47,TMP11,69.40000153
50362,A7,2023-11-27 15:09:47,TMP11,69.40000153
50362,A7,2023-11-27 15:09:37,TMP11,68.59999847
50362,A7,2023-11-27 15:09:37,TMP11,68.59999847
50362,A7,2023-11-27 15:09:27,TMP11,69
50362,A7,2023-11-27 15:09:27,TMP11,69
50362,A7,2023-11-27 15:09:17,TMP11,70
50362,A7,2023-11-27 15:09:17,TMP11,70
50362,A7,2023-11-27 15:09:07,TMP11,69.19999695
50362,A7,2023-11-27 15:09:07,TMP11,69.19999695
50362,A7,2023-11-27 15:08:57,TMP11,68.59999847
50362,A7,2023-11-27 15:08:57,TMP11,68.59999847
50362,A7,2023-11-27 15:08:47,TMP11,69.40000153
50362,A7,2023-11-27 15:08:47,TMP11,69.40000153
50362,A7,2023-11-27 15:08:37,TMP11,70.09999847
50362,A7,2023-11-27 15:08:37,TMP11,70.09999847
50362,A7,2023-11-27 15:08:27,TMP11,69.19999695
50362,A7,2023-11-27 15:08:27,TMP11,69.19999695
50362,A7,2023-11-27 15:08:17,TMP11,69.19999695
50362,A7,2023-11-27 15:08:17,TMP11,69.19999695
50362,A7,2023-11-27 15:08:07,TMP11,69.30000305
50362,A7,2023-11-27 15:08:07,TMP11,69.30000305
50362,A7,2023-11-27 15:07:57,TMP11,68.90000153
50362,A7,2023-11-27 15:07:57,TMP11,68.90000153
50362,A7,2023-11-27 15:07:47,TMP11,68.59999847
50362,A7,2023-11-27 15:07:47,TMP11,68.59999847
50362,A7,2023-11-27 15:07:37,TMP11,69.69999695
50362,A7,2023-11-27 15:07:37,TMP11,69.69999695
50362,A7,2023-11-27 15:07:27,TMP11,68.40000153
50362,A7,2023-11-27 15:07:27,TMP11,68.40000153
50362,A7,2023-11-27 15:07:16,TMP11,68.09999847
50362,A7,2023-11-27 15:07:16,TMP11,68.09999847
50362,A7,2023-11-27 15:07:06,TMP11,69.80000305
50362,A7,2023-11-27 15:07:06,TMP11,69.80000305
50362,A7,2023-11-27 15:06:56,TMP11,70.59999847
50362,A7,2023-11-27 15:06:56,TMP11,70.59999847
50362,A7,2023-11-27 15:06:46,TMP11,69.69999695
50362,A7,2023-11-27 15:06:46,TMP11,69.69999695
50362,A7,2023-11-27 15:06:36,TMP11,69.5
50362,A7,2023-11-27 15:06:36,TMP11,69.5
50362,A7,2023-11-27 15:06:26,TMP11,70.09999847
50362,A7,2023-11-27 15:06:26,TMP11,70.09999847
50362,A7,2023-11-27 15:06:16,TMP11,69.19999695
50362,A7,2023-11-27 15:06:16,TMP11,69.19999695
50362,A7,2023-11-27 15:06:06,TMP11,70.19999695
50362,A7,2023-11-27 15:06:06,TMP11,70.19999695
50362,A7,2023-11-27 15:05:56,TMP11,69.80000305
50362,A7,2023-11-27 15:05:56,TMP11,69.80000305
50362,A7,2023-11-27 15:05:46,TMP11,68.90000153
50362,A7,2023-11-27 15:05:46,TMP11,68.90000153
50362,A7,2023-11-27 15:05:36,TMP11,68.5
50362,A7,2023-11-27 15:05:36,TMP11,68.5
50362,A7,2023-11-27 15:05:26,TMP11,67.80000305
50362,A7,2023-11-27 15:05:26,TMP11,67.80000305
50362,A7,2023-11-27 15:05:16,TMP11,66.19999695
50362,A7,2023-11-27 15:05:16,TMP11,66.19999695
50362,A7,2023-11-27 15:05:06,TMP11,66.19999695
50362,A7,2023-11-27 15:05:06,TMP11,66.19999695
50362,A7,2023-11-27 15:04:56,TMP11,67.40000153
50362,A7,2023-11-27 15:04:56,TMP11,67.40000153
50362,A7,2023-11-27 15:04:46,TMP11,69.69999695
50362,A7,2023-11-27 15:04:46,TMP11,69.69999695
50362,A7,2023-11-27 15:04:36,TMP11,69.30000305
50362,A7,2023-11-27 15:04:36,TMP11,69.30000305
50362,A7,2023-11-27 15:04:26,TMP11,68.40000153
50362,A7,2023-11-27 15:04:26,TMP11,68.40000153
50362,A7,2023-11-27 15:04:16,TMP11,68
50362,A7,2023-11-27 15:04:16,TMP11,68
50362,A7,2023-11-27 15:04:06,TMP11,68.19999695
50362,A7,2023-11-27 15:04:06,TMP11,68.19999695
50362,A7,2023-11-27 15:03:56,TMP11,67.40000153
50362,A7,2023-11-27 15:03:56,TMP11,67.40000153
50362,A7,2023-11-27 15:03:46,TMP11,66.09999847
50362,A7,2023-11-27 15:03:46,TMP11,66.09999847
50362,A7,2023-11-27 15:03:36,TMP11,66.30000305
50362,A7,2023-11-27 15:03:36,TMP11,66.30000305
50362,A7,2023-11-27 15:03:26,TMP11,68.09999847
50362,A7,2023-11-27 15:03:26,TMP11,68.09999847
50362,A7,2023-11-27 15:03:15,TMP11,68.59999847
50362,A7,2023-11-27 15:03:15,TMP11,68.59999847
50362,A7,2023-11-27 15:03:05,TMP11,67.59999847
50362,A7,2023-11-27 15:03:05,TMP11,67.59999847
50362,A7,2023-11-27 15:02:55,TMP11,66.5
50362,A7,2023-11-27 15:02:55,TMP11,66.5
50362,A7,2023-11-27 15:02:45,TMP11,67.19999695
50362,A7,2023-11-27 15:02:45,TMP11,67.19999695
50362,A7,2023-11-27 15:02:35,TMP11,67.80000305
50362,A7,2023-11-27 15:02:35,TMP11,67.80000305
50362,A7,2023-11-27 15:02:25,TMP11,69.30000305
50362,A7,2023-11-27 15:02:25,TMP11,69.30000305
50362,A7,2023-11-27 15:02:15,TMP11,69
50362,A7,2023-11-27 15:02:15,TMP11,69
50362,A7,2023-11-27 15:02:05,TMP11,68.40000153
50362,A7,2023-11-27 15:02:05,TMP11,68.40000153
50362,A7,2023-11-27 15:01:55,TMP11,69.09999847
50362,A7,2023-11-27 15:01:55,TMP11,69.09999847
50362,A7,2023-11-27 15:01:45,TMP11,69.69999695
50362,A7,2023-11-27 15:01:45,TMP11,69.69999695
50362,A7,2023-11-27 15:01:35,TMP11,68.5
50362,A7,2023-11-27 15:01:25,TMP11,68.59999847
50362,A7,2023-11-27 15:13:48,TMP10,242.6000061
50362,A7,2023-11-27 15:13:38,TMP10,243
50362,A7,2023-11-27 15:13:28,TMP10,242.8000031
50362,A7,2023-11-27 15:13:28,TMP10,242.8000031
50362,A7,2023-11-27 15:13:18,TMP10,242.5
50362,A7,2023-11-27 15:13:18,TMP10,242.5
50362,A7,2023-11-27 15:13:08,TMP10,242.5
50362,A7,2023-11-27 15:13:08,TMP10,242.5
50362,A7,2023-11-27 15:12:58,TMP10,243.1000061
50362,A7,2023-11-27 15:12:58,TMP10,243.1000061
50362,A7,2023-11-27 15:12:48,TMP10,243
50362,A7,2023-11-27 15:12:48,TMP10,243
50362,A7,2023-11-27 15:12:38,TMP10,242.8999939
50362,A7,2023-11-27 15:12:38,TMP10,242.8999939
50362,A7,2023-11-27 15:12:28,TMP10,242.5
50362,A7,2023-11-27 15:12:28,TMP10,242.5
50362,A7,2023-11-27 15:12:18,TMP10,242
50362,A7,2023-11-27 15:12:18,TMP10,242
50362,A7,2023-11-27 15:12:08,TMP10,242
50362,A7,2023-11-27 15:12:08,TMP10,242
50362,A7,2023-11-27 15:11:58,TMP10,241.6000061
50362,A7,2023-11-27 15:11:58,TMP10,241.6000061
50362,A7,2023-11-27 15:11:48,TMP10,241.8000031
50362,A7,2023-11-27 15:11:48,TMP10,241.8000031
50362,A7,2023-11-27 15:11:38,TMP10,242
50362,A7,2023-11-27 15:11:38,TMP10,242
50362,A7,2023-11-27 15:11:28,TMP10,242
50362,A7,2023-11-27 15:11:28,TMP10,242
50362,A7,2023-11-27 15:11:17,TMP10,242.1000061
50362,A7,2023-11-27 15:11:17,TMP10,242.1000061
50362,A7,2023-11-27 15:11:07,TMP10,242
50362,A7,2023-11-27 15:11:07,TMP10,242
50362,A7,2023-11-27 15:10:57,TMP10,242.1000061
50362,A7,2023-11-27 15:10:57,TMP10,242.1000061
50362,A7,2023-11-27 15:10:47,TMP10,242.5
50362,A7,2023-11-27 15:10:47,TMP10,242.5
50362,A7,2023-11-27 15:10:37,TMP10,242.3999939
50362,A7,2023-11-27 15:10:37,TMP10,242.3999939
50362,A7,2023-11-27 15:10:27,TMP10,242.1000061
50362,A7,2023-11-27 15:10:27,TMP10,242.1000061
50362,A7,2023-11-27 15:10:17,TMP10,242.1999969
50362,A7,2023-11-27 15:10:17,TMP10,242.1999969
50362,A7,2023-11-27 15:10:07,TMP10,242.1000061
50362,A7,2023-11-27 15:10:07,TMP10,242.1000061
50362,A7,2023-11-27 15:09:57,TMP10,242.1000061
50362,A7,2023-11-27 15:09:57,TMP10,242.1000061
50362,A7,2023-11-27 15:09:47,TMP10,241.8000031
50362,A7,2023-11-27 15:09:47,TMP10,241.8000031
50362,A7,2023-11-27 15:09:37,TMP10,242.1000061
50362,A7,2023-11-27 15:09:37,TMP10,242.1000061
50362,A7,2023-11-27 15:09:27,TMP10,242
50362,A7,2023-11-27 15:09:27,TMP10,242
50362,A7,2023-11-27 15:09:17,TMP10,242.3999939
50362,A7,2023-11-27 15:09:17,TMP10,242.3999939
50362,A7,2023-11-27 15:09:07,TMP10,242.6000061
50362,A7,2023-11-27 15:09:07,TMP10,242.6000061
50362,A7,2023-11-27 15:08:57,TMP10,242.8999939
50362,A7,2023-11-27 15:08:57,TMP10,242.8999939
50362,A7,2023-11-27 15:08:47,TMP10,242.8000031
50362,A7,2023-11-27 15:08:47,TMP10,242.8000031
50362,A7,2023-11-27 15:08:37,TMP10,242.6000061
50362,A7,2023-11-27 15:08:37,TMP10,242.6000061
50362,A7,2023-11-27 15:08:27,TMP10,242.5
50362,A7,2023-11-27 15:08:27,TMP10,242.5
50362,A7,2023-11-27 15:08:17,TMP10,242.6999969
50362,A7,2023-11-27 15:08:17,TMP10,242.6999969
50362,A7,2023-11-27 15:08:07,TMP10,242.8000031
50362,A7,2023-11-27 15:08:07,TMP10,242.8000031
50362,A7,2023-11-27 15:07:57,TMP10,242.8000031
50362,A7,2023-11-27 15:07:57,TMP10,242.8000031
50362,A7,2023-11-27 15:07:47,TMP10,243.1000061
50362,A7,2023-11-27 15:07:47,TMP10,243.1000061
50362,A7,2023-11-27 15:07:37,TMP10,243.1000061
50362,A7,2023-11-27 15:07:37,TMP10,243.1000061
50362,A7,2023-11-27 15:07:27,TMP10,243.1000061
50362,A7,2023-11-27 15:07:27,TMP10,243.1000061
50362,A7,2023-11-27 15:07:16,TMP10,242.8000031
50362,A7,2023-11-27 15:07:16,TMP10,242.8000031
50362,A7,2023-11-27 15:07:06,TMP10,242.3000031
50362,A7,2023-11-27 15:07:06,TMP10,242.3000031
50362,A7,2023-11-27 15:06:56,TMP10,242.1999969
50362,A7,2023-11-27 15:06:56,TMP10,242.1999969
50362,A7,2023-11-27 15:06:46,TMP10,242.6999969
50362,A7,2023-11-27 15:06:46,TMP10,242.6999969
50362,A7,2023-11-27 15:06:36,TMP10,242.5
50362,A7,2023-11-27 15:06:36,TMP10,242.5
50362,A7,2023-11-27 15:06:26,TMP10,242.6999969
50362,A7,2023-11-27 15:06:26,TMP10,242.6999969
50362,A7,2023-11-27 15:06:16,TMP10,242.8000031
50362,A7,2023-11-27 15:06:16,TMP10,242.8000031
50362,A7,2023-11-27 15:06:06,TMP10,243.1999969
50362,A7,2023-11-27 15:06:06,TMP10,243.1999969
50362,A7,2023-11-27 15:05:56,TMP10,243.1999969
50362,A7,2023-11-27 15:05:56,TMP10,243.1999969
50362,A7,2023-11-27 15:05:46,TMP10,243
50362,A7,2023-11-27 15:05:46,TMP10,243
50362,A7,2023-11-27 15:05:36,TMP10,243.1999969
50362,A7,2023-11-27 15:05:36,TMP10,243.1999969
50362,A7,2023-11-27 15:05:26,TMP10,243.1999969
50362,A7,2023-11-27 15:05:26,TMP10,243.1999969
50362,A7,2023-11-27 15:05:16,TMP10,242.6999969
50362,A7,2023-11-27 15:05:16,TMP10,242.6999969
50362,A7,2023-11-27 15:05:06,TMP10,242.5
50362,A7,2023-11-27 15:05:06,TMP10,242.5
50362,A7,2023-11-27 15:04:56,TMP10,242.1999969
50362,A7,2023-11-27 15:04:56,TMP10,242.1999969
50362,A7,2023-11-27 15:04:46,TMP10,242.5
50362,A7,2023-11-27 15:04:46,TMP10,242.5
50362,A7,2023-11-27 15:04:36,TMP10,242.5
50362,A7,2023-11-27 15:04:36,TMP10,242.5
50362,A7,2023-11-27 15:04:26,TMP10,242.3999939
50362,A7,2023-11-27 15:04:26,TMP10,242.3999939
50362,A7,2023-11-27 15:04:16,TMP10,241.8999939
50362,A7,2023-11-27 15:04:16,TMP10,241.8999939
50362,A7,2023-11-27 15:04:06,TMP10,242.5
50362,A7,2023-11-27 15:04:06,TMP10,242.5
50362,A7,2023-11-27 15:03:56,TMP10,242.5
50362,A7,2023-11-27 15:03:56,TMP10,242.5
50362,A7,2023-11-27 15:03:46,TMP10,242.8000031
50362,A7,2023-11-27 15:03:46,TMP10,242.8000031
50362,A7,2023-11-27 15:03:36,TMP10,242.6999969
15526,A8,2023-07-05 13:13:16,AOI02-1,98.22000122
15526,A8,2023-07-05 13:13:06,AOI02-1,98.22000122
15526,A8,2023-07-05 13:12:56,AOI02-1,98.22000122
15526,A8,2023-07-05 13:12:56,AOI02-1,98.22000122
15526,A8,2023-07-05 13:12:46,AOI02-1,98.22000122
15526,A8,2023-07-05 13:12:46,AOI02-1,98.22000122
15526,A8,2023-07-05 13:12:36,AOI02-1,98.22000122
15526,A8,2023-07-05 13:12:36,AOI02-1,98.22000122
15526,A8,2023-07-05 13:12:26,AOI02-1,98.22000122
15526,A8,2023-07-05 13:12:26,AOI02-1,98.22000122
15526,A8,2023-07-05 13:12:16,AOI02-1,98.22000122
15526,A8,2023-07-05 13:12:16,AOI02-1,98.22000122
15526,A8,2023-07-05 13:12:05,AOI02-1,98.22000122
15526,A8,2023-07-05 13:11:55,AOI02-1,98.22000122
15526,A8,2023-07-05 13:13:16,TI001,26.80999947
15526,A8,2023-07-05 13:13:06,TI001,26.82999992
15526,A8,2023-07-05 13:12:56,TI001,26.82999992
15526,A8,2023-07-05 13:12:56,TI001,26.82999992
15526,A8,2023-07-05 13:12:46,TI001,26.81999969
15526,A8,2023-07-05 13:12:46,TI001,26.81999969
15526,A8,2023-07-05 13:12:36,TI001,26.82999992
15526,A8,2023-07-05 13:12:36,TI001,26.82999992
15526,A8,2023-07-05 13:12:26,TI001,26.81999969
15526,A8,2023-07-05 13:12:26,TI001,26.81999969
15526,A8,2023-07-05 13:12:16,TI001,26.81999969
15526,A8,2023-07-05 13:12:16,TI001,26.81999969
15526,A8,2023-07-05 13:12:05,TI001,26.85000038
15526,A8,2023-07-05 13:11:55,TI001,26.85000038
15526,A8,2023-07-05 13:13:16,E013,24.21999931
15526,A8,2023-07-05 13:13:06,E013,24.21999931
15526,A8,2023-07-05 13:12:56,E013,24.21999931
15526,A8,2023-07-05 13:12:56,E013,24.21999931
15526,A8,2023-07-05 13:12:46,E013,24.21999931
15526,A8,2023-07-05 13:12:46,E013,24.21999931
